logged_at,season,jornada,partido,fecha,home,away,mercado,ambito,linea,prob,seleccion
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,shots,Local,13.5,0.274,UNDER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,shots,Visitante,9.5,0.7387,OVER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,shots,Visitante,11.5,0.5579,OVER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,shots,Visitante,13.5,0.3815,UNDER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,sot,Total,6.5,0.7125,OVER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,sot,Total,7.5,0.5819,OVER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,sot,Total,8.5,0.4477,UNDER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,sot,Total,9.5,0.324,UNDER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,booking_pts,Total,30.5,0.6357,OVER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,booking_pts,Total,40.5,0.4749,UNDER
2026-07-23T12:23:58,2025-2026,38,valencia vs barcelona,2026-05-23,valencia,barcelona,booking_pts,Total,50.5,0.3311,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,1X2,Total,,0.3993,1
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,Goles,Total,2.5,0.4096,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Total,7.5,0.6151,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Total,8.5,0.4899,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Total,9.5,0.3784,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Total,10.5,0.2688,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Total,11.5,0.1795,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Local,3.5,0.6113,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Local,4.5,0.4466,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Local,5.5,0.3085,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Visitante,3.5,0.5349,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Visitante,4.5,0.3704,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,corners,Visitante,5.5,0.243,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Total,2.5,0.7892,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Total,3.5,0.6143,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Total,4.5,0.4313,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Total,5.5,0.2742,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Total,6.5,0.159,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Local,1.5,0.5834,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Local,2.5,0.2909,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Visitante,1.5,0.7373,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,yellows,Visitante,2.5,0.4547,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,fouls,Total,19.5,0.8985,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,fouls,Total,21.5,0.8005,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,fouls,Total,23.5,0.6558,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,fouls,Total,25.5,0.4935,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Total,20.5,0.6238,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Total,22.5,0.4721,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Total,24.5,0.3339,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Total,26.5,0.216,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Local,9.5,0.5974,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Local,11.5,0.403,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Local,13.5,0.2451,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Visitante,9.5,0.647,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Visitante,11.5,0.4538,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,shots,Visitante,13.5,0.2871,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,sot,Total,6.5,0.6418,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,sot,Total,7.5,0.5045,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,sot,Total,8.5,0.3733,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,sot,Total,9.5,0.2588,UNDER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,booking_pts,Total,30.5,0.694,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,booking_pts,Total,40.5,0.5381,OVER
2026-07-23T12:23:58,2025-2026,38,celta vs sevilla,2026-05-23,celta,sevilla,booking_pts,Total,50.5,0.3899,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,1X2,Total,,0.451,1
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,Goles,Total,2.5,0.5038,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Total,7.5,0.7482,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Total,8.5,0.6395,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Total,9.5,0.5194,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Total,10.5,0.3992,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Total,11.5,0.2916,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Local,3.5,0.7633,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Local,4.5,0.6201,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Local,5.5,0.477,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Visitante,3.5,0.5699,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Visitante,4.5,0.4045,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,corners,Visitante,5.5,0.2717,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Total,2.5,0.7657,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Total,3.5,0.5826,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Total,4.5,0.3984,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Total,5.5,0.2461,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Total,6.5,0.1385,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Local,1.5,0.5837,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Local,2.5,0.2911,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Visitante,1.5,0.6941,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,yellows,Visitante,2.5,0.4031,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,fouls,Total,19.5,0.8047,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,fouls,Total,21.5,0.6615,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,fouls,Total,23.5,0.4897,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,fouls,Total,25.5,0.3274,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Total,20.5,0.8572,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Total,22.5,0.7606,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Total,24.5,0.6295,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Total,26.5,0.48,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Local,9.5,0.8697,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Local,11.5,0.7376,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Local,13.5,0.5762,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Visitante,9.5,0.7071,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Visitante,11.5,0.5204,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,shots,Visitante,13.5,0.3461,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,sot,Total,6.5,0.7939,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,sot,Total,7.5,0.6788,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,sot,Total,8.5,0.5482,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,sot,Total,9.5,0.4187,UNDER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,booking_pts,Total,30.5,0.6685,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,booking_pts,Total,40.5,0.5099,OVER
2026-07-23T12:23:58,2025-2026,38,betis vs levante,2026-05-23,betis,levante,booking_pts,Total,50.5,0.3632,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,1X2,Total,,0.4214,1
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,Goles,Total,2.5,0.45,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Total,7.5,0.7896,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Total,8.5,0.6898,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Total,9.5,0.5706,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Total,10.5,0.45,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Total,11.5,0.3386,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Local,3.5,0.759,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Local,4.5,0.6148,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Local,5.5,0.4714,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Visitante,3.5,0.6565,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Visitante,4.5,0.495,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,corners,Visitante,5.5,0.3527,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Total,2.5,0.8666,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Total,3.5,0.7287,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Total,4.5,0.5617,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Total,5.5,0.3961,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Total,6.5,0.2563,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Local,1.5,0.73,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Local,2.5,0.4456,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Visitante,1.5,0.7816,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,yellows,Visitante,2.5,0.5135,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,fouls,Total,19.5,0.9121,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,fouls,Total,21.5,0.8229,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,fouls,Total,23.5,0.686,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,fouls,Total,25.5,0.5275,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Total,20.5,0.8288,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Total,22.5,0.7211,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Total,24.5,0.5835,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Total,26.5,0.4341,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Local,9.5,0.823,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Local,11.5,0.6683,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Local,13.5,0.4957,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Visitante,9.5,0.7222,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Visitante,11.5,0.5381,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,shots,Visitante,13.5,0.3626,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,sot,Total,6.5,0.7839,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,sot,Total,7.5,0.6664,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,sot,Total,8.5,0.5348,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,sot,Total,9.5,0.4057,UNDER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,booking_pts,Total,30.5,0.7849,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,booking_pts,Total,40.5,0.6465,OVER
2026-07-23T12:23:58,2025-2026,38,alaves vs vallecano,2026-05-23,alaves,vallecano,booking_pts,Total,50.5,0.4996,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,1X2,Total,,0.3753,1
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,Goles,Total,2.5,0.4715,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Total,7.5,0.732,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Total,8.5,0.6204,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Total,9.5,0.5005,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Total,10.5,0.3809,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Total,11.5,0.2752,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Local,3.5,0.6636,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Local,4.5,0.5028,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Local,5.5,0.36,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Visitante,3.5,0.6637,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Visitante,4.5,0.5028,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,corners,Visitante,5.5,0.3601,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Total,2.5,0.866,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Total,3.5,0.7277,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Total,4.5,0.5605,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Total,5.5,0.3949,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Total,6.5,0.2553,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Local,1.5,0.7319,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Local,2.5,0.4479,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Visitante,1.5,0.7786,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,yellows,Visitante,2.5,0.5094,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,fouls,Total,19.5,0.9504,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,fouls,Total,21.5,0.8908,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,fouls,Total,23.5,0.786,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,fouls,Total,25.5,0.6498,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Total,20.5,0.8659,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Total,22.5,0.773,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Total,24.5,0.6443,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Total,26.5,0.4953,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Local,9.5,0.8921,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Local,11.5,0.7736,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Local,13.5,0.6213,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Visitante,9.5,0.6816,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Visitante,11.5,0.4914,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,shots,Visitante,13.5,0.3198,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,sot,Total,6.5,0.806,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,sot,Total,7.5,0.694,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,sot,Total,8.5,0.5649,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,sot,Total,9.5,0.4352,UNDER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,booking_pts,Total,30.5,0.7849,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,booking_pts,Total,40.5,0.6465,OVER
2026-07-23T12:23:58,2025-2026,38,espanol vs sociedad,2026-05-23,espanol,sociedad,booking_pts,Total,50.5,0.4996,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,1X2,Total,,0.4491,1
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,Goles,Total,2.5,0.5296,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Total,7.5,0.7438,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Total,8.5,0.6343,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Total,9.5,0.5143,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Total,10.5,0.3942,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Total,11.5,0.2871,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Local,3.5,0.6816,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Local,4.5,0.5228,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Local,5.5,0.3791,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Visitante,3.5,0.6646,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Visitante,4.5,0.5039,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,corners,Visitante,5.5,0.361,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Total,2.5,0.7538,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Total,3.5,0.5669,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Total,4.5,0.3826,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Total,5.5,0.233,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Total,6.5,0.1292,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Local,1.5,0.529,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Local,2.5,0.2445,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Visitante,1.5,0.713,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,yellows,Visitante,2.5,0.425,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,fouls,Total,19.5,0.6743,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,fouls,Total,21.5,0.5005,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,fouls,Total,23.5,0.3321,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,fouls,Total,25.5,0.1968,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Total,20.5,0.7793,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Total,22.5,0.6555,OVER
